time_s,ue_id,source_cell,target_cell,source_sat,target_sat,source_beam,target_beam,algorithm,sinr_before_dB,sinr_after_dB,tte_predicted_s,time_of_stay_s,success,ping_pong,ue_lat,ue_lon,ue_speed_mps,mobility_type,elevation_before,elevation_after,failure_reason
98.000,41,38,2,37,1,0,0,a3,-17.57,-12.21,0.00,3.00,0,1,28.816906,-10.266795,0.9,pedestrian,15.7,17.5,LowSINR
99.000,44,38,3,37,2,0,0,a3,-17.26,-12.56,0.00,47.00,0,0,55.324367,3.891558,82.0,hst,19.8,14.4,LowSINR
100.000,18,38,2,37,1,0,0,a3,-18.28,-13.31,0.00,73.00,0,0,52.607438,18.867216,1.7,pedestrian,11.2,11.0,LowSINR
101.000,8,3,38,2,37,0,0,a3,-14.44,-10.79,0.00,19.00,0,0,56.332579,4.752331,0.0,static,16.1,17.2,LowSINR
102.000,16,38,2,37,1,0,0,a3,-4.70,-0.29,0.00,1102.00,1,0,46.606775,6.869937,27.6,vehicular,33.9,33.6,
102.000,44,38,3,37,2,0,0,a3,-14.09,-9.74,0.00,50.00,1,0,55.326495,3.892605,82.0,hst,19.5,14.1,
103.000,8,3,38,2,37,0,0,a3,-17.13,-10.91,0.00,21.00,0,0,56.332579,4.752331,0.0,static,15.9,17.0,LowSINR
103.000,13,38,2,37,1,0,0,a3,-15.31,-10.57,0.00,25.00,0,0,47.707215,16.858762,77.4,hst,15.7,18.8,LowSINR
103.000,34,2,38,1,37,0,0,a3,-11.75,-7.02,0.00,1103.00,1,0,31.157919,-10.281834,79.9,hst,20.5,20.9,
103.000,44,3,38,2,37,0,0,a3,-14.35,-8.41,0.00,1.00,0,1,55.327205,3.892954,82.0,hst,14.0,19.3,LowSINR
104.000,34,38,2,37,1,0,0,a3,-11.19,-6.60,0.00,1.00,1,1,31.158615,-10.281631,79.9,hst,21.0,20.5,
105.000,16,2,38,1,37,0,0,a3,-3.46,0.40,0.00,3.00,1,1,46.606054,6.869679,27.6,vehicular,34.2,33.6,
105.000,33,38,2,37,1,0,0,a3,1.63,8.04,0.00,16.00,1,0,39.432590,-3.521291,0.0,static,62.0,52.4,
105.000,44,3,38,2,37,0,0,a3,-14.35,-7.70,0.00,3.00,1,1,55.328624,3.893652,82.0,hst,13.8,19.1,
106.000,0,48,3,47,2,0,0,a3,-9.45,-6.38,0.00,9.00,1,1,64.887392,35.953442,0.0,static,26.3,24.3,
106.000,8,3,38,2,37,0,0,a3,-19.37,-11.02,0.00,24.00,0,0,56.332579,4.752331,0.0,static,15.6,16.7,LowSINR
106.000,34,2,38,1,37,0,0,a3,-9.64,-4.86,0.00,2.00,1,1,31.160008,-10.281226,79.9,hst,20.3,21.3,
107.000,8,3,2,2,1,0,0,a3,-16.84,-12.79,0.00,25.00,0,0,56.332579,4.752331,0.0,static,15.5,12.0,LowSINR
107.000,16,38,2,37,1,0,0,a3,-4.85,-0.05,0.00,2.00,1,1,46.605573,6.869506,27.6,vehicular,33.3,34.6,
107.000,41,38,2,37,1,0,0,a3,-18.34,-11.69,0.00,12.00,1,0,28.816918,-10.266715,0.9,pedestrian,16.7,16.8,
108.000,45,38,2,37,1,0,0,a3,-19.43,-15.64,0.00,12.00,1,0,31.677480,-18.552297,1.5,pedestrian,14.3,10.1,
109.000,8,3,2,2,1,0,0,a3,-17.35,-12.37,0.00,27.00,1,0,56.332579,4.752331,0.0,static,15.2,12.2,
109.000,45,2,38,1,37,0,0,a3,-16.86,-12.97,0.00,1.00,0,1,31.677475,-18.552282,1.5,pedestrian,10.0,14.4,LowSINR
110.000,8,2,3,1,2,0,0,a3,-16.37,-12.38,0.00,1.00,0,1,56.332579,4.752331,0.0,static,12.3,15.1,LowSINR
110.000,44,38,2,37,1,0,0,a3,-16.16,-11.12,0.00,5.00,1,0,55.332171,3.895398,82.0,hst,18.5,14.1,
110.000,45,2,38,1,37,0,0,a3,-16.52,-12.56,0.00,2.00,1,1,31.677470,-18.552267,1.5,pedestrian,10.0,14.5,
111.000,13,38,2,37,1,0,0,a3,-18.90,-14.97,0.00,33.00,0,0,47.712656,16.860491,77.4,hst,15.3,19.5,LowSINR
