time_s,sat_id,lat,lon,altitude_km,velocity_mps
64.000,38,12.510064,-1.067240,780.0,6652
64.000,39,-20.150497,1.055474,780.0,6652
64.000,40,-52.770005,4.481957,780.0,6652
64.000,41,-84.353144,39.248696,780.0,6652
64.000,42,-61.417485,173.101436,780.0,6652
64.000,43,-28.836446,177.747494,780.0,6652
64.000,44,3.820870,-120.026650,780.0,6652
64.000,45,36.471923,-117.601797,780.0,6652
64.000,46,68.986077,-110.841065,780.0,6652
64.000,47,77.469407,43.288826,780.0,6652
64.000,48,45.148487,56.106706,780.0,6652
64.000,49,12.510064,58.932760,780.0,6652
64.000,50,-20.150497,61.055474,780.0,6652
64.000,51,-52.770005,64.481957,780.0,6652
64.000,52,-84.353144,99.248696,780.0,6652
64.000,53,-61.417485,-126.898564,780.0,6652
64.000,54,-28.836446,-122.252506,780.0,6652
64.000,55,3.820870,-60.026650,780.0,6652
64.000,56,36.471923,-57.601797,780.0,6652
64.000,57,68.986077,-50.841065,780.0,6652
64.000,58,77.469407,103.288826,780.0,6652
64.000,59,45.148487,116.106706,780.0,6652
64.000,60,12.510064,118.932760,780.0,6652
64.000,61,-20.150497,121.055474,780.0,6652
64.000,62,-52.770005,124.481957,780.0,6652
64.000,63,-84.353144,159.248696,780.0,6652
64.000,64,-61.417485,-66.898564,780.0,6652
64.000,65,-28.836446,-62.252506,780.0,6652
66.000,0,3.940271,-0.027460,780.0,6652
66.000,1,36.591196,2.401482,780.0,6652
66.000,2,69.103857,9.209312,780.0,6652
66.000,3,77.354842,163.438636,780.0,6652
66.000,4,45.029323,176.113421,780.0,6652
66.000,5,12.390673,178.932282,780.0,6652
66.000,6,-20.269868,-178.944352,780.0,6652
66.000,7,-52.888995,-175.505820,780.0,6652
66.000,8,-84.444733,-139.970988,780.0,6652
66.000,9,-61.298877,-6.874224,780.0,6652
66.000,10,-28.717115,-2.251084,780.0,6652
66.000,11,3.940271,59.972540,780.0,6652
66.000,12,36.591196,62.401482,780.0,6652
66.000,13,69.103857,69.209312,780.0,6652
66.000,14,77.354842,-136.561364,780.0,6652
66.000,15,45.029323,-123.886579,780.0,6652
66.000,16,12.390673,-121.067718,780.0,6652
66.000,17,-20.269868,-118.944352,780.0,6652
66.000,18,-52.888995,-115.505820,780.0,6652
66.000,19,-84.444733,-79.970988,780.0,6652
66.000,20,-61.298877,53.125776,780.0,6652
66.000,21,-28.717115,57.748916,780.0,6652
66.000,22,3.940271,119.972540,780.0,6652
66.000,23,36.591196,122.401482,780.0,6652
66.000,24,69.103857,129.209312,780.0,6652
66.000,25,77.354842,-76.561364,780.0,6652
66.000,26,45.029323,-63.886579,780.0,6652
66.000,27,12.390673,-61.067718,780.0,6652
66.000,28,-20.269868,-58.944352,780.0,6652
66.000,29,-52.888995,-55.505820,780.0,6652
66.000,30,-84.444733,-19.970988,780.0,6652
66.000,31,-61.298877,113.125776,780.0,6652
66.000,32,-28.717115,117.748916,780.0,6652
