time_s,ue_id,source_cell,target_cell,source_sat,target_sat,source_beam,target_beam,algorithm,sinr_before_dB,sinr_after_dB,tte_predicted_s,time_of_stay_s,success,ping_pong,ue_lat,ue_lon,ue_speed_mps,mobility_type,elevation_before,elevation_after,failure_reason
146.000,19,3,48,2,47,0,0,time,-100.00,-18.38,0.00,99.00,0,0,55.111534,32.880510,0.0,static,0.0,10.0,LowSINR
146.000,25,38,2,37,1,0,0,time,-0.21,3.87,0.00,1146.00,1,0,43.602860,-6.164798,24.2,vehicular,58.0,40.7,
147.000,4,3,48,2,47,0,0,time,-7.72,-7.82,0.00,46.00,1,0,62.605127,26.760677,36.1,vehicular,21.7,21.1,
147.000,19,3,48,2,47,0,0,time,-100.00,-19.79,0.00,100.00,1,0,55.111534,32.880510,0.0,static,0.0,10.1,
147.000,29,2,38,1,37,0,0,time,-17.64,-15.14,0.00,1147.00,1,0,28.664085,14.203120,1.5,pedestrian,14.5,10.0,
147.000,39,3,37,2,36,0,0,time,-7.56,-11.78,0.00,46.00,1,0,61.657748,7.729151,0.0,static,22.0,19.6,
150.000,32,38,2,37,1,0,0,time,-9.77,-17.07,0.00,46.00,0,0,51.172951,-12.213823,0.0,static,21.2,18.3,LowSINR
151.000,32,38,2,37,1,0,0,time,-11.88,-14.78,0.00,47.00,1,0,51.172951,-12.213823,0.0,static,21.1,18.4,
154.000,9,38,2,37,1,0,0,time,-100.00,-14.61,0.00,46.00,0,0,49.961199,19.638143,0.0,static,0.0,17.5,LowSINR
154.000,47,39,38,38,37,0,0,time,-100.00,-13.60,0.00,46.00,0,0,25.617484,7.587697,78.9,hst,0.0,12.6,LowSINR
154.000,48,38,2,37,1,0,0,time,-14.58,-15.07,0.00,46.00,0,0,29.207254,10.232555,30.7,vehicular,15.1,18.0,LowSINR
155.000,9,38,2,37,1,0,0,time,-100.00,-15.91,0.00,47.00,0,0,49.961199,19.638143,0.0,static,0.0,17.6,LowSINR
155.000,28,37,3,36,2,0,0,time,-7.36,-8.53,0.00,48.00,1,0,63.706717,-3.300869,0.0,static,31.5,23.0,
155.000,47,39,1,38,0,0,0,time,-100.00,-12.50,0.00,47.00,0,0,25.618187,7.587794,78.9,hst,0.0,11.2,LowSINR
155.000,48,38,2,37,1,0,0,time,-13.64,-10.87,0.00,47.00,1,0,29.207200,10.232865,30.7,vehicular,15.2,17.9,
156.000,9,38,2,37,1,0,0,time,-100.00,-13.16,0.00,48.00,0,0,49.961199,19.638143,0.0,static,0.0,17.7,LowSINR
156.000,44,2,37,1,36,0,0,time,-12.08,-13.16,0.00,46.00,1,0,55.364809,3.911468,82.0,hst,19.4,11.0,
156.000,47,39,2,38,1,0,0,time,-100.00,-15.03,0.00,48.00,1,0,25.618890,7.587891,78.9,hst,0.0,12.9,
157.000,9,38,2,37,1,0,0,time,-100.00,-15.87,0.00,49.00,1,0,49.961199,19.638143,0.0,static,0.0,17.7,
160.000,27,38,2,37,1,0,0,time,-5.21,-15.05,0.00,47.00,0,0,29.085409,-2.676930,0.0,static,27.3,18.6,LowSINR
161.000,24,38,2,37,1,0,0,time,-8.07,-13.55,0.00,46.00,1,0,47.051646,-15.793547,1.2,pedestrian,23.5,18.4,
162.000,14,49,13,48,12,0,0,time,-11.11,-13.93,0.00,1162.00,0,0,46.340678,36.996895,1.9,pedestrian,14.7,10.0,LowSINR
162.000,17,2,38,1,37,0,0,time,-6.11,-9.54,0.00,47.00,0,0,51.125589,1.730125,32.8,vehicular,32.3,21.8,LowSINR
163.000,14,49,13,48,12,0,0,time,-14.85,-19.22,0.00,1163.00,0,0,46.340695,36.996898,1.9,pedestrian,14.6,10.0,LowSINR
164.000,14,49,13,48,12,0,0,time,-11.99,-16.30,0.00,1164.00,0,0,46.340712,36.996902,1.9,pedestrian,14.6,10.1,LowSINR
164.000,17,2,38,1,37,0,0,time,-7.63,-13.55,0.00,49.00,0,0,51.126002,1.730794,32.8,vehicular,32.8,21.5,LowSINR
164.000,20,2,38,1,37,0,0,time,-11.18,-6.46,0.00,46.00,0,0,44.904981,-15.537337,21.3,vehicular,19.6,26.8,MarginalSINR
164.000,37,48,3,47,2,0,0,time,-14.44,-15.67,0.00,46.00,0,0,57.553305,25.754654,1.2,pedestrian,12.8,11.1,LowSINR
165.000,14,49,13,48,12,0,0,time,-15.83,-13.83,0.00,1165.00,0,0,46.340729,36.996906,1.9,pedestrian,14.5,10.1,LowSINR
165.000,20,2,38,1,37,0,0,time,-12.91,-5.51,0.00,47.00,1,0,44.904864,-15.537124,21.3,vehicular,19.6,26.7,
165.000,21,3,37,2,36,0,0,time,-6.40,-9.07,0.00,46.00,0,0,62.656722,2.897321,35.4,vehicular,21.0,26.8,LowSINR
165.000,22,37,38,36,37,0,0,time,-13.53,-13.23,0.00,46.00,1,0,55.901907,-10.876126,20.2,vehicular,14.8,11.9,
165.000,27,38,2,37,1,0,0,time,-7.68,-14.25,0.00,52.00,0,0,29.085409,-2.676930,0.0,static,28.2,18.0,LowSINR
165.000,37,48,3,47,2,0,0,time,-17.06,-17.54,0.00,47.00,1,0,57.553294,25.754656,1.2,pedestrian,12.8,11.0,
166.000,14,49,13,48,12,0,0,time,-14.92,-19.01,0.00,1166.00,0,0,46.340745,36.996910,1.9,pedestrian,14.4,10.1,LowSINR
166.000,21,3,37,2,36,0,0,time,-9.60,-11.74,0.00,47.00,0,0,62.656621,2.897978,35.4,vehicular,20.9,27.0,LowSINR
166.000,27,38,2,37,1,0,0,time,-7.81,-11.02,0.00,53.00,0,0,29.085409,-2.676930,0.0,static,28.4,17.9,LowSINR
167.000,7,2,38,1,37,0,0,time,-8.98,0.44,0.00,46.00,1,0,32.902036,-2.622221,0.0,static,26.7,43.9,
167.000,14,49,13,48,12,0,0,time,-12.20,-16.10,0.00,1167.00,0,0,46.340762,36.996913,1.9,pedestrian,14.4,10.1,LowSINR
167.000,21,3,37,2,36,0,0,time,-11.17,-7.95,0.00,48.00,0,0,62.656520,2.898635,35.4,vehicular,20.7,27.1,MarginalSINR
167.000,27,38,2,37,1,0,0,time,-9.23,-13.11,0.00,54.00,0,0,29.085409,-2.676930,0.0,static,28.5,17.8,LowSINR
168.000,14,49,13,48,12,0,0,time,-15.25,-18.61,0.00,1168.00,0,0,46.340779,36.996917,1.9,pedestrian,14.3,10.2,LowSINR
168.000,21,3,37,2,36,0,0,time,-9.15,-9.68,0.00,49.00,0,0,62.656419,2.899292,35.4,vehicular,20.6,27.3,LowSINR
168.000,27,38,2,37,1,0,0,time,-8.71,-15.31,0.00,55.00,1,0,29.085409,-2.676930,0.0,static,28.7,17.7,
169.000,14,49,13,48,12,0,0,time,-15.35,-18.28,0.00,1169.00,0,0,46.340796,36.996921,1.9,pedestrian,14.3,10.2,LowSINR
169.000,21,3,37,2,36,0,0,time,-9.05,-3.30,0.00,50.00,1,0,62.656318,2.899950,35.4,vehicular,20.5,27.5,
170.000,14,49,13,48,12,0,0,time,-14.25,-13.97,0.00,1170.00,0,0,46.340813,36.996924,1.9,pedestrian,14.2,10.2,LowSINR
171.000,14,49,13,48,12,0,0,time,-15.83,-16.71,0.00,1171.00,0,0,46.340829,36.996928,1.9,pedestrian,14.1,10.3,LowSINR
171.000,43,2,37,1,36,0,0,time,-12.87,-14.16,0.00,46.00,0,0,54.466536,-10.150816,28.5,vehicular,17.5,12.9,LowSINR
172.000,11,2,38,1,37,0,0,time,-7.48,-0.32,0.00,46.00,1,0,43.894393,-14.197768,81.7,hst,22.1,30.1,
172.000,14,49,13,48,12,0,0,time,-13.71,-16.11,0.00,1172.00,1,0,46.340846,36.996932,1.9,pedestrian,14.1,10.3,
172.000,43,2,38,1,37,0,0,time,-9.57,-11.31,0.00,47.00,0,0,54.466502,-10.151253,28.5,vehicular,17.6,13.7,LowSINR
173.000,43,2,38,1,37,0,0,time,-11.54,-14.03,0.00,48.00,1,0,54.466467,-10.151690,28.5,vehicular,17.7,13.6,
174.000,40,2,37,1,36,0,0,time,-14.73,-13.40,0.00,46.00,1,0,55.569665,-7.235978,0.0,static,18.0,15.0,
176.000,35,2,37,1,36,0,0,time,-6.92,-13.46,0.00,46.00,0,0,54.638222,-2.079185,0.0,static,23.0,12.9,LowSINR
176.000,38,2,38,1,37,0,0,time,-10.50,-13.31,0.00,46.00,0,0,30.841310,10.527324,0.0,static,18.6,18.4,LowSINR
177.000,38,2,38,1,37,0,0,time,-9.00,-13.19,0.00,47.00,1,0,30.841310,10.527324,0.0,static,18.5,18.5,
179.000,35,2,38,1,37,0,0,time,-10.07,-17.06,0.00,49.00,1,0,54.638222,-2.079185,0.0,static,23.5,13.7,
181.000,10,38,2,37,1,0,0,time,-3.87,-0.14,0.00,128.00,1,0,42.845380,-6.672527,0.0,static,49.0,40.6,
182.000,3,2,38,1,37,0,0,time,-10.51,-14.59,0.00,46.00,0,0,34.295760,12.090531,69.7,hst,23.4,19.9,LowSINR
183.000,3,2,38,1,37,0,0,time,-8.17,-8.26,0.00,47.00,0,0,34.296376,12.090671,69.7,hst,23.3,19.9,LowSINR
183.000,26,38,2,37,1,0,0,time,-6.07,-1.77,0.00,1183.00,1,0,45.754524,-9.666091,1.2,pedestrian,32.0,31.6,
183.000,42,48,2,47,1,0,0,time,-15.24,-13.15,0.00,46.00,0,0,58.586156,17.404217,2.1,pedestrian,11.5,11.7,LowSINR
183.000,46,38,2,37,1,0,0,time,-14.47,-12.66,0.00,46.00,0,0,49.368734,-17.910658,0.7,pedestrian,15.6,15.7,LowSINR
184.000,3,2,38,1,37,0,0,time,-7.68,-9.39,0.00,48.00,1,0,34.296991,12.090812,69.7,hst,23.2,20.0,
184.000,42,48,2,47,1,0,0,time,-17.98,-11.34,0.00,47.00,1,0,58.586158,17.404253,2.1,pedestrian,11.5,11.8,
184.000,46,38,2,37,1,0,0,time,-17.28,-13.95,0.00,47.00,0,0,49.368736,-17.910666,0.7,pedestrian,15.5,15.7,LowSINR
185.000,2,48,3,47,2,0,0,time,-8.49,-13.15,0.00,47.00,0,0,62.416241,30.783645,3.5,pedestrian,26.1,16.6,LowSINR
185.000,15,2,38,1,37,0,0,time,-100.00,-7.28,0.00,46.00,1,0,26.839373,-11.627874,20.6,vehicular,0.0,20.4,
185.000,41,2,38,1,37,0,0,time,-17.35,-7.22,0.00,46.00,1,0,28.817026,-10.266026,0.9,pedestrian,10.8,26.3,
185.000,46,38,2,37,1,0,0,time,-12.88,-11.60,0.00,48.00,1,0,49.368739,-17.910675,0.7,pedestrian,15.4,15.8,
186.000,2,48,3,47,2,0,0,time,-7.94,-15.34,0.00,48.00,0,0,62.416212,30.783672,3.5,pedestrian,26.2,16.5,LowSINR
186.000,8,2,37,1,36,0,0,time,-6.33,-14.37,0.00,46.00,1,0,56.332579,4.752331,0.0,static,21.2,15.0,
187.000,2,48,3,47,2,0,0,time,-11.19,-9.09,0.00,49.00,0,0,62.416184,30.783699,3.5,pedestrian,26.3,16.5,LowSINR
187.000,36,3,48,2,47,0,0,time,-15.30,-0.54,0.00,46.00,1,0,64.324310,33.613004,33.0,vehicular,19.4,33.9,
188.000,2,48,3,47,2,0,0,time,-5.63,-14.29,0.00,50.00,0,0,62.416155,30.783725,3.5,pedestrian,26.4,16.4,LowSINR
189.000,2,48,3,47,2,0,0,time,-9.22,-11.51,0.00,51.00,1,0,62.416127,30.783752,3.5,pedestrian,26.5,16.3,
189.000,13,38,2,37,1,0,0,time,-17.60,-5.15,0.00,46.00,1,0,47.765707,16.877360,77.4,hst,11.0,26.6,
191.000,34,2,38,1,37,0,0,time,-13.99,-3.75,0.00,46.00,1,0,31.219208,-10.264006,79.9,hst,13.7,33.9,
193.000,4,48,3,47,2,0,0,time,-7.04,-12.70,0.00,46.00,1,0,62.617564,26.778510,36.1,vehicular,24.0,17.2,
193.000,29,38,2,37,1,0,0,time,-17.66,-16.65,0.00,46.00,1,0,28.664653,14.202847,1.5,pedestrian,12.2,11.0,
193.000,39,37,3,36,2,0,0,time,-12.75,-16.18,0.00,46.00,0,0,61.657748,7.729151,0.0,static,25.0,16.1,LowSINR
195.000,39,37,2,36,1,0,0,time,-6.27,-14.20,0.00,48.00,1,0,61.657748,7.729151,0.0,static,25.3,11.6,
197.000,32,2,38,1,37,0,0,time,-7.61,-16.56,0.00,46.00,0,0,51.172951,-12.213823,0.0,static,22.6,15.7,LowSINR
198.000,32,2,37,1,36,0,0,time,-6.79,-15.02,0.00,47.00,0,0,51.172951,-12.213823,0.0,static,22.7,10.2,LowSINR
199.000,32,2,38,1,37,0,0,time,-9.76,-8.42,0.00,48.00,1,0,51.172951,-12.213823,0.0,static,22.8,15.5,
201.000,28,3,37,2,36,0,0,time,-14.77,-2.23,0.00,46.00,1,0,63.706717,-3.300869,0.0,static,17.2,42.5,
201.000,48,2,38,1,37,0,0,time,-14.66,-13.28,0.00,46.00,1,0,29.204709,10.247109,30.7,vehicular,13.4,18.3,
202.000,44,37,2,36,1,0,0,time,-12.60,-8.24,0.00,46.00,0,0,55.397446,3.927550,82.0,hst,15.3,26.2,LowSINR
202.000,47,2,38,1,37,0,0,time,-100.00,-15.83,0.00,46.00,1,0,25.651232,7.592339,78.9,hst,0.0,16.7,
203.000,44,37,2,36,1,0,0,time,-11.98,-5.17,0.00,47.00,1,0,55.398156,3.927900,82.0,hst,15.4,26.4,
207.000,24,2,38,1,37,0,0,time,-10.73,-11.10,0.00,46.00,0,0,47.051262,-15.793103,1.2,pedestrian,20.3,18.5,LowSINR
208.000,24,2,38,1,37,0,0,time,-5.97,-12.58,0.00,47.00,1,0,47.051254,-15.793093,1.2,pedestrian,20.4,18.4,
211.000,20,38,2,37,1,0,0,time,-8.26,-9.31,0.00,46.00,0,0,44.899460,-15.527329,21.3,vehicular,21.7,20.6,LowSINR
211.000,22,38,37,37,36,0,0,time,-100.00,-6.07,0.00,46.00,1,0,55.899784,-10.890511,20.2,vehicular,0.0,20.3,
211.000,37,3,48,2,47,0,0,time,-100.00,-14.84,0.00,46.00,0,0,57.552807,25.754730,1.2,pedestrian,0.0,15.3,LowSINR
212.000,37,3,48,2,47,0,0,time,-100.00,-10.28,0.00,47.00,1,0,57.552796,25.754731,1.2,pedestrian,0.0,15.3,
213.000,20,38,2,37,1,0,0,time,-11.12,-7.81,0.00,48.00,1,0,44.899225,-15.526903,21.3,vehicular,21.5,20.6,
214.000,27,2,38,1,37,0,0,time,-18.75,4.30,0.00,46.00,1,0,29.085409,-2.676930,0.0,static,12.8,39.1,
216.000,21,37,3,36,2,0,0,time,-5.96,-13.72,0.00,47.00,0,0,62.651574,2.930834,35.4,vehicular,35.5,14.8,LowSINR
217.000,21,37,2,36,1,0,0,time,-7.47,-10.34,0.00,48.00,0,0,62.651473,2.931491,35.4,vehicular,35.7,12.5,LowSINR
217.000,25,2,38,1,37,0,0,time,-3.70,0.89,0.00,71.00,1,0,43.617542,-6.158307,24.2,vehicular,41.4,36.1,
218.000,11,38,2,37,1,0,0,time,-7.75,-10.56,0.00,46.00,0,0,43.927591,-14.189276,81.7,hst,24.3,22.4,LowSINR
218.000,14,13,49,12,48,0,0,time,-15.50,-17.66,0.00,46.00,0,0,46.341619,36.997103,1.9,pedestrian,11.3,11.2,LowSINR
219.000,11,38,2,37,1,0,0,time,-11.32,-9.06,0.00,47.00,0,0,43.928313,-14.189091,81.7,hst,24.2,22.4,LowSINR
219.000,14,13,49,12,48,0,0,time,-14.55,-14.44,0.00,47.00,1,0,46.341636,36.997107,1.9,pedestrian,11.3,11.1,
219.000,43,38,2,37,1,0,0,time,-100.00,-7.74,0.00,46.00,0,0,54.464883,-10.171796,28.5,vehicular,0.0,22.7,MarginalSINR
220.000,11,38,2,37,1,0,0,time,-9.92,-6.73,0.00,48.00,1,0,43.929035,-14.188907,81.7,hst,24.1,22.4,
220.000,40,37,2,36,1,0,0,time,-8.75,-4.62,0.00,46.00,1,0,55.569665,-7.235978,0.0,static,20.7,23.7,
220.000,43,38,2,37,1,0,0,time,-100.00,-5.10,0.00,47.00,0,0,54.464849,-10.172233,28.5,vehicular,0.0,22.8,MarginalSINR
221.000,43,38,2,37,1,0,0,time,-100.00,-9.41,0.00,48.00,0,0,54.464815,-10.172670,28.5,vehicular,0.0,22.9,LowSINR
222.000,43,38,2,37,1,0,0,time,-100.00,-5.63,0.00,49.00,1,0,54.464780,-10.173107,28.5,vehicular,0.0,23.0,
223.000,38,38,2,37,1,0,0,time,-6.64,-17.27,0.00,46.00,1,0,30.841310,10.527324,0.0,static,21.1,13.9,
225.000,35,38,2,37,1,0,0,time,-100.00,2.09,0.00,46.00,1,0,54.638222,-2.079185,0.0,static,0.0,31.3,
230.000,3,38,2,37,1,0,0,time,-10.64,-12.68,0.00,46.00,1,0,34.325313,12.097277,69.7,hst,20.7,18.3,
230.000,42,2,37,1,36,0,0,time,-14.50,-12.37,0.00,46.00,1,0,58.586245,17.405925,2.1,pedestrian,16.1,15.9,
231.000,15,38,1,37,0,0,0,time,-8.25,-14.79,0.00,46.00,1,0,26.845690,-11.634266,20.6,vehicular,25.8,12.7,
231.000,46,2,38,1,37,0,0,time,-16.46,-15.51,0.00,46.00,1,0,49.368852,-17.911055,0.7,pedestrian,17.8,11.5,
232.000,8,37,2,36,1,0,0,time,-10.23,-5.67,0.00,46.00,0,0,56.332579,4.752331,0.0,static,20.0,28.7,MarginalSINR
233.000,8,37,2,36,1,0,0,time,-8.18,-2.14,0.00,47.00,1,0,56.332579,4.752331,0.0,static,20.1,28.8,
233.000,26,2,38,1,37,0,0,time,-5.04,-8.88,0.00,50.00,1,0,45.754537,-9.666850,1.2,pedestrian,32.9,23.6,
235.000,2,3,48,2,47,0,0,time,-13.76,-7.98,0.00,46.00,1,0,62.414810,30.784986,3.5,pedestrian,12.7,29.6,
237.000,41,38,1,37,0,0,0,time,-5.22,-17.42,0.00,52.00,0,0,28.817097,-10.265567,0.9,pedestrian,34.3,11.9,LowSINR
239.000,4,3,48,2,47,0,0,time,-17.20,-10.57,0.00,46.00,0,0,62.630001,26.796350,36.1,vehicular,13.1,25.7,LowSINR
239.000,10,2,38,1,37,0,0,time,-2.29,0.97,0.00,58.00,1,0,42.845380,-6.672527,0.0,static,36.0,33.6,
239.000,29,2,38,1,37,0,0,time,-100.00,-15.10,0.00,46.00,0,0,28.665221,14.202574,1.5,pedestrian,0.0,14.0,LowSINR
240.000,4,3,48,2,47,0,0,time,-14.11,-4.90,0.00,47.00,1,0,62.630271,26.796738,36.1,vehicular,13.0,25.7,
240.000,29,2,38,1,37,0,0,time,-100.00,-14.49,0.00,47.00,0,0,28.665233,14.202568,1.5,pedestrian,0.0,14.0,LowSINR
241.000,29,2,38,1,37,0,0,time,-100.00,-15.09,0.00,48.00,0,0,28.665245,14.202562,1.5,pedestrian,0.0,14.0,LowSINR
241.000,39,2,37,1,36,0,0,time,-17.17,-3.41,0.00,46.00,1,0,61.657748,7.729151,0.0,static,16.4,31.0,
242.000,29,2,38,1,37,0,0,time,-100.00,-15.10,0.00,49.00,1,0,28.665258,14.202556,1.5,pedestrian,0.0,14.1,
242.000,36,48,3,47,2,0,0,time,-6.64,-14.12,0.00,55.00,1,0,64.340121,33.622299,33.0,vehicular,38.0,15.1,
243.000,21,37,3,36,2,0,0,time,-5.60,-14.84,0.00,74.00,1,0,62.648848,2.948574,35.4,vehicular,40.5,12.1,
244.000,41,38,1,37,0,0,0,time,-5.13,-16.15,0.00,59.00,0,0,28.817107,-10.265505,0.9,pedestrian,35.4,12.5,LowSINR
245.000,32,38,2,37,1,0,0,time,-18.41,-7.78,0.00,46.00,1,0,51.172951,-12.213823,0.0,static,11.1,26.6,
247.000,48,38,1,37,0,0,0,time,-11.12,-14.82,0.00,46.00,0,0,29.202217,10.261353,30.7,vehicular,21.0,12.1,LowSINR
248.000,47,38,1,37,0,0,0,time,-5.70,-5.34,0.00,46.00,1,0,25.683574,7.596789,78.9,hst,20.8,20.3,
248.000,48,38,1,37,0,0,0,time,-8.07,-17.52,0.00,47.00,0,0,29.202163,10.261663,30.7,vehicular,21.1,12.2,LowSINR
249.000,48,38,1,37,0,0,0,time,-9.11,-17.16,0.00,48.00,1,0,29.202109,10.261972,30.7,vehicular,21.1,12.2,
250.000,44,2,37,1,36,0,0,time,-5.42,-8.21,0.00,47.00,0,0,55.431503,3.944346,82.0,hst,35.9,20.7,LowSINR
254.000,24,38,2,37,1,0,0,time,-14.45,-6.65,0.00,46.00,1,0,47.050870,-15.792649,1.2,pedestrian,14.0,21.2,
257.000,22,37,2,36,1,0,0,time,-7.37,-6.90,0.00,46.00,1,0,55.897662,-10.904894,20.2,vehicular,27.4,23.8,
258.000,37,48,37,47,36,0,0,time,-12.78,-18.38,0.00,46.00,0,0,57.552308,25.754805,1.2,pedestrian,17.3,10.6,LowSINR
258.000,44,2,37,1,36,0,0,time,-5.71,-7.99,0.00,55.00,1,0,55.437179,3.947147,82.0,hst,37.9,21.7,
259.000,20,2,38,1,37,0,0,time,-7.53,-13.48,0.00,46.00,1,0,44.893822,-15.517109,21.3,vehicular,20.2,16.8,
259.000,37,48,2,47,1,0,0,time,-12.77,-13.76,0.00,47.00,0,0,57.552298,25.754807,1.2,pedestrian,17.3,13.3,LowSINR
260.000,37,48,2,47,1,0,0,time,-13.90,-14.40,0.00,48.00,1,0,57.552287,25.754808,1.2,pedestrian,17.4,13.4,
263.000,25,38,2,37,1,0,0,time,-5.21,-1.93,0.00,46.00,1,0,43.627055,-6.154100,24.2,vehicular,26.7,36.0,
265.000,14,49,13,48,12,0,0,time,-100.00,-16.99,0.00,46.00,1,0,46.342409,36.997278,1.9,pedestrian,0.0,11.6,
265.000,31,2,38,1,37,0,0,time,-5.08,-6.62,0.00,171.00,1,0,42.111335,5.703340,0.5,pedestrian,41.6,24.0,
266.000,11,2,38,1,37,0,0,time,-11.79,-16.95,0.00,46.00,0,0,43.962232,-14.180409,81.7,hst,21.1,18.8,LowSINR
267.000,11,2,38,1,37,0,0,time,-10.83,-11.71,0.00,47.00,1,0,43.962954,-14.180225,81.7,hst,21.1,18.7,
268.000,43,2,37,1,36,0,0,time,-6.98,-5.45,0.00,46.00,0,0,54.463196,-10.193211,28.5,vehicular,28.3,25.2,MarginalSINR
269.000,38,2,38,1,37,0,0,time,-100.00,-5.86,0.00,46.00,1,0,30.841310,10.527324,0.0,static,0.0,22.6,
270.000,41,38,1,37,0,0,0,time,-5.38,-14.01,0.00,85.00,1,0,28.817142,-10.265276,0.9,pedestrian,39.3,14.7,
270.000,43,2,37,1,36,0,0,time,-6.96,-4.29,0.00,48.00,1,0,54.463127,-10.194085,28.5,vehicular,28.5,25.5,
276.000,3,2,38,1,37,0,0,time,-19.39,-9.84,0.00,46.00,0,0,34.353635,12.103744,69.7,hst,13.9,20.1,LowSINR
276.000,42,37,2,36,1,0,0,time,-11.54,-10.84,0.00,46.00,0,0,58.586332,17.407598,2.1,pedestrian,18.4,21.1,LowSINR
277.000,3,2,38,1,37,0,0,time,-15.46,-11.88,0.00,47.00,1,0,34.354250,12.103884,69.7,hst,13.9,20.1,
277.000,15,1,38,0,37,0,0,time,-17.10,-5.21,0.00,46.00,1,0,26.852007,-11.640658,20.6,vehicular,16.4,31.6,
277.000,42,37,2,36,1,0,0,time,-12.49,-10.07,0.00,47.00,0,0,58.586334,17.407634,2.1,pedestrian,18.5,21.2,LowSINR
277.000,46,38,37,37,36,0,0,time,-100.00,-10.12,0.00,46.00,0,0,49.368966,-17.911435,0.7,pedestrian,0.0,13.7,LowSINR
278.000,42,37,2,36,1,0,0,time,-13.49,-11.11,0.00,48.00,1,0,58.586336,17.407671,2.1,pedestrian,18.5,21.3,
278.000,46,38,2,37,1,0,0,time,-100.00,-11.02,0.00,47.00,0,0,49.368968,-17.911444,0.7,pedestrian,0.0,19.0,LowSINR
279.000,18,2,37,1,36,0,0,time,-8.04,-16.92,0.00,180.00,1,0,52.606117,18.871206,1.7,pedestrian,26.9,10.0,
279.000,26,38,2,37,1,0,0,time,-9.09,-1.51,0.00,46.00,1,0,45.754549,-9.667548,1.2,pedestrian,17.6,30.8,
279.000,46,38,2,37,1,0,0,time,-100.00,-10.61,0.00,48.00,1,0,49.368971,-17.911452,0.7,pedestrian,0.0,19.0,
286.000,2,48,37,47,36,0,0,time,-5.61,-13.83,0.00,51.00,1,0,62.413351,30.786354,3.5,pedestrian,30.6,11.8,
286.000,4,48,2,47,1,0,0,time,-6.53,-12.37,0.00,46.00,0,0,62.642708,26.814585,36.1,vehicular,25.5,10.6,LowSINR
286.000,10,38,2,37,1,0,0,time,-5.98,-5.03,0.00,47.00,1,0,42.845380,-6.672527,0.0,static,24.8,29.7,
287.000,4,48,2,47,1,0,0,time,-6.63,-12.39,0.00,47.00,1,0,62.642979,26.814973,36.1,vehicular,25.5,10.6,
287.000,40,2,37,1,36,0,0,time,-5.90,-4.30,0.00,67.00,1,0,55.569665,-7.235978,0.0,static,33.5,32.2,
288.000,29,38,1,37,0,0,0,time,-13.67,-14.55,0.00,46.00,0,0,28.665826,14.202283,1.5,pedestrian,15.1,11.9,LowSINR
288.000,36,3,48,2,47,0,0,time,-13.19,-1.74,0.00,46.00,1,0,64.353344,33.630077,33.0,vehicular,11.6,37.1,
289.000,21,3,37,2,36,0,0,time,-100.00,3.04,0.00,46.00,1,0,62.644205,2.978794,35.4,vehicular,0.0,47.6,
289.000,29,38,1,37,0,0,0,time,-17.24,-15.47,0.00,47.00,1,0,28.665838,14.202277,1.5,pedestrian,15.2,12.0,
291.000,19,48,2,47,1,0,0,time,-5.52,-17.00,0.00,144.00,1,0,55.111534,32.880510,0.0,static,20.6,10.0,
291.000,32,2,37,1,36,0,0,time,-9.64,-4.86,0.00,46.00,1,0,51.172951,-12.213823,0.0,static,29.1,20.0,
292.000,8,2,37,1,36,0,0,time,-5.39,-8.52,0.00,59.00,1,0,56.332579,4.752331,0.0,static,42.9,27.8,
294.000,47,1,38,0,37,0,0,time,-7.56,-7.33,0.00,46.00,1,0,25.715915,7.601240,78.9,hst,25.9,24.8,
295.000,48,1,38,0,37,0,0,time,-13.08,-5.68,0.00,46.00,1,0,29.199617,10.276216,30.7,vehicular,16.2,22.7,
296.000,39,37,2,36,1,0,0,time,-5.05,-7.87,0.00,55.00,1,0,61.657748,7.729151,0.0,static,36.4,23.7,
300.000,24,2,37,1,36,0,0,time,-10.30,-13.34,0.00,46.00,0,0,47.050486,-15.792205,1.2,pedestrian,20.6,12.5,LowSINR
301.000,24,2,38,1,37,0,0,time,-5.57,-15.72,0.00,47.00,0,0,47.050478,-15.792196,1.2,pedestrian,20.5,10.0,LowSINR
302.000,24,2,37,1,36,0,0,time,-5.95,-15.16,0.00,48.00,0,0,47.050469,-15.792186,1.2,pedestrian,20.5,12.7,LowSINR
303.000,24,2,37,1,36,0,0,time,-8.56,-15.10,0.00,49.00,0,0,47.050461,-15.792176,1.2,pedestrian,20.5,12.8,LowSINR
304.000,22,2,37,1,36,0,0,time,-7.74,-5.40,0.00,47.00,1,0,55.895494,-10.919590,20.2,vehicular,29.0,37.1,
304.000,24,2,37,1,36,0,0,time,-5.09,-16.15,0.00,50.00,1,0,47.050453,-15.792167,1.2,pedestrian,20.5,12.9,
304.000,33,38,2,37,1,0,0,time,-6.29,-10.26,0.00,189.00,1,0,39.432590,-3.521291,0.0,static,33.2,22.1,
304.000,44,37,2,36,1,0,0,time,-6.97,1.84,0.00,46.00,1,0,55.469816,3.963259,82.0,hst,28.0,52.1,
305.000,20,38,2,37,1,0,0,time,-16.76,-15.62,0.00,46.00,0,0,44.888418,-15.507315,21.3,vehicular,12.6,18.6,LowSINR
306.000,20,38,2,37,1,0,0,time,-18.37,-19.64,0.00,47.00,1,0,44.888301,-15.507102,21.3,vehicular,12.5,18.5,
