time_s,ue_id,sat_id,beam_id,cell_id,tte_predicted_s,current_gain_dB,peak_gain_dB,admitted,trigger_type
268.000,43,36,0,37,38.62,22.00,25.00,0,tte-aware
269.000,43,36,0,37,37.53,22.00,25.00,0,tte-aware
271.000,42,1,0,2,42.10,22.00,25.00,0,tte-aware
271.000,43,36,0,37,35.62,22.00,25.00,0,tte-aware
272.000,42,1,0,2,38.35,22.00,25.00,0,tte-aware
273.000,11,1,0,2,36.48,22.00,25.00,0,tte-aware
273.000,42,1,0,2,35.07,22.00,25.00,0,tte-aware
273.000,43,36,0,37,41.09,22.00,25.00,0,tte-aware
274.000,42,1,0,2,39.62,22.00,25.00,0,tte-aware
275.000,11,1,0,2,34.15,22.00,25.00,0,tte-aware
275.000,47,37,0,38,35.82,22.00,25.00,0,tte-aware
277.000,40,36,0,37,48.59,25.00,28.00,1,tte-aware
277.000,43,36,0,37,42.53,22.00,25.00,1,tte-aware
277.000,47,37,0,38,37.09,22.00,25.00,0,tte-aware
278.000,10,37,0,38,40.34,22.00,25.00,0,tte-aware
278.000,11,1,0,2,34.62,22.00,25.00,0,tte-aware
278.000,47,37,0,38,41.45,22.00,25.00,0,tte-aware
279.000,42,1,0,2,32.84,22.00,25.00,0,tte-aware
279.000,47,37,0,38,44.04,22.00,25.00,0,tte-aware
280.000,10,37,0,38,39.80,22.00,25.00,0,tte-aware
282.000,11,1,0,2,39.12,22.00,25.00,0,tte-aware
282.000,47,37,0,38,44.92,22.00,25.00,0,tte-aware
283.000,11,1,0,2,36.25,22.00,25.00,0,tte-aware
284.000,11,1,0,2,37.44,22.00,25.00,0,tte-aware
284.000,22,1,0,2,39.75,22.00,25.00,0,tte-aware
284.000,42,1,0,2,36.68,22.00,25.00,0,tte-aware
284.000,47,37,0,38,36.07,22.00,25.00,0,tte-aware
285.000,47,37,0,38,37.55,22.00,25.00,0,tte-aware
286.000,10,37,0,38,40.41,22.00,25.00,0,tte-aware
286.000,11,1,0,2,36.06,22.00,25.00,0,tte-aware
286.000,42,1,0,2,36.81,22.00,25.00,0,tte-aware
287.000,11,1,0,2,32.05,22.00,25.00,0,tte-aware
287.000,42,1,0,2,40.00,22.00,25.00,0,tte-aware
288.000,47,37,0,38,37.69,22.00,25.00,0,tte-aware
289.000,10,37,0,38,41.44,22.00,25.00,0,tte-aware
289.000,22,1,0,2,37.06,22.00,25.00,0,tte-aware
289.000,42,1,0,2,45.63,22.00,25.00,0,tte-aware
289.000,47,37,0,38,39.07,22.00,25.00,0,tte-aware
290.000,10,37,0,38,46.98,22.00,25.00,1,tte-aware
290.000,22,1,0,2,43.22,22.00,25.00,0,tte-aware
290.000,47,37,0,38,39.78,22.00,25.00,1,tte-aware
291.000,22,1,0,2,41.52,22.00,25.00,0,tte-aware
291.000,42,1,0,2,41.90,22.00,25.00,0,tte-aware
292.000,39,1,0,2,38.72,22.00,25.00,0,tte-aware
292.000,42,1,0,2,38.04,22.00,25.00,0,tte-aware
292.000,43,1,0,2,48.66,25.00,28.00,1,tte-aware
293.000,40,1,0,2,52.40,25.00,28.00,1,tte-aware
293.000,42,1,0,2,39.98,22.00,25.00,0,tte-aware
294.000,42,1,0,2,40.06,22.00,25.00,0,tte-aware
295.000,42,1,0,2,37.79,22.00,25.00,0,tte-aware
296.000,32,36,0,37,39.63,22.00,25.00,1,tte-aware
296.000,42,1,0,2,35.52,22.00,25.00,0,tte-aware
297.000,42,1,0,2,43.57,22.00,25.00,0,tte-aware
298.000,42,1,0,2,42.50,22.00,25.00,0,tte-aware
299.000,42,1,0,2,40.25,22.00,25.00,0,tte-aware
301.000,42,1,0,2,37.72,22.00,25.00,1,tte-aware
305.000,10,1,0,2,39.91,22.00,25.00,1,tte-aware
307.000,47,0,0,1,42.55,22.00,25.00,0,tte-aware
308.000,8,36,0,37,44.44,25.00,28.00,0,tte-aware
309.000,47,0,0,1,43.75,22.00,25.00,0,tte-aware
310.000,40,36,0,37,50.84,25.00,28.00,1,tte-aware
