time_s,ue_id,source_cell,target_cell,source_sat,target_sat,source_beam,target_beam,algorithm,sinr_before_dB,sinr_after_dB,tte_predicted_s,time_of_stay_s,success,ping_pong,ue_lat,ue_lon,ue_speed_mps,mobility_type,elevation_before,elevation_after,failure_reason
293.000,32,2,37,1,36,0,0,location,-7.40,-3.20,0.00,104.00,1,0,51.172951,-12.213823,0.0,static,29.2,20.3,
294.000,10,2,38,1,37,0,0,location,-7.97,-3.53,0.00,40.00,1,0,42.845380,-6.672527,0.0,static,28.6,23.5,
295.000,10,38,2,37,1,0,0,location,-8.90,-4.24,0.00,1.00,1,1,42.845380,-6.672527,0.0,static,23.4,28.5,
296.000,10,2,38,1,37,0,0,location,-7.41,-4.61,0.00,1.00,1,1,42.845380,-6.672527,0.0,static,28.3,23.2,
296.000,40,37,2,36,1,0,0,location,-4.83,0.97,0.00,9.00,1,1,55.569665,-7.235978,0.0,static,34.2,34.9,
296.000,43,2,37,1,36,0,0,location,-6.18,-0.22,0.00,4.00,1,1,54.462232,-10.205448,28.5,vehicular,31.3,30.2,
297.000,43,37,2,36,1,0,0,location,-8.56,-2.44,0.00,1.00,1,1,54.462198,-10.205885,28.5,vehicular,30.4,31.4,
299.000,10,38,2,37,1,0,0,location,-11.18,-2.93,0.00,3.00,1,1,42.845380,-6.672527,0.0,static,22.8,27.9,
299.000,32,37,2,36,1,0,0,location,-9.50,-3.16,0.00,6.00,1,1,51.172951,-12.213823,0.0,static,21.1,29.4,
301.000,40,2,37,1,36,0,0,location,-4.17,1.63,0.00,5.00,1,1,55.569665,-7.235978,0.0,static,35.7,35.4,
302.000,32,2,37,1,36,0,0,location,-5.94,-1.76,0.00,3.00,1,1,51.172951,-12.213823,0.0,static,29.4,21.5,
303.000,43,2,37,1,36,0,0,location,-5.21,-2.68,0.00,6.00,1,1,54.461991,-10.208508,28.5,vehicular,32.0,31.6,
305.000,32,37,2,36,1,0,0,location,-5.47,-3.28,0.00,3.00,1,1,51.172951,-12.213823,0.0,static,21.9,29.5,
306.000,10,2,38,1,37,0,0,location,-7.64,-3.72,0.00,7.00,1,1,42.845380,-6.672527,0.0,static,27.0,21.8,
306.000,43,37,2,36,1,0,0,location,-5.43,-4.45,0.00,3.00,1,1,54.461888,-10.209819,28.5,vehicular,32.2,32.3,
307.000,40,37,2,36,1,0,0,location,-1.79,3.09,0.00,6.00,1,1,55.569665,-7.235978,0.0,static,36.8,36.6,
308.000,10,38,2,37,1,0,0,location,-6.77,-3.71,0.00,2.00,1,1,42.845380,-6.672527,0.0,static,21.5,26.7,
311.000,43,2,37,1,36,0,0,location,-4.12,-0.40,0.00,5.00,1,1,54.461716,-10.212004,28.5,vehicular,32.8,33.3,
312.000,19,3,48,2,47,0,0,location,-100.00,-4.72,0.00,1312.00,1,0,55.111534,32.880510,0.0,static,0.0,21.9,
313.000,43,37,2,36,1,0,0,location,-7.51,-3.60,0.00,2.00,1,1,54.461647,-10.212878,28.5,vehicular,33.7,32.9,
316.000,39,37,2,36,1,0,0,location,-5.53,-3.86,0.00,126.00,1,0,61.657748,7.729151,0.0,static,37.4,27.0,
317.000,32,2,37,1,36,0,0,location,-8.93,-3.25,0.00,12.00,1,0,51.172951,-12.213823,0.0,static,29.6,23.6,
317.000,39,2,37,1,36,0,0,location,-5.01,-3.24,0.00,1.00,1,1,61.657748,7.729151,0.0,static,27.2,37.4,
317.000,40,2,37,1,36,0,0,location,1.45,4.67,0.00,10.00,1,0,55.569665,-7.235978,0.0,static,38.1,39.4,
317.000,47,1,38,0,37,0,0,location,-7.24,-3.49,0.00,44.00,1,0,25.732086,7.603466,78.9,hst,28.9,26.4,
319.000,32,37,2,36,1,0,0,location,-7.03,-3.72,0.00,2.00,1,1,51.172951,-12.213823,0.0,static,23.9,29.6,
321.000,40,37,2,36,1,0,0,location,-3.49,1.70,0.00,4.00,1,1,55.569665,-7.235978,0.0,static,40.5,38.7,
323.000,43,2,37,1,36,0,0,location,-5.38,-0.05,0.00,10.00,1,0,54.461302,-10.217248,28.5,vehicular,33.8,36.0,
325.000,37,3,48,2,47,0,0,location,-100.00,-3.66,0.00,1325.00,1,0,57.551598,25.754913,1.2,pedestrian,0.0,18.7,
326.000,40,2,37,1,36,0,0,location,-7.17,-1.64,0.00,5.00,1,1,55.569665,-7.235978,0.0,static,39.3,42.0,
326.000,43,37,2,36,1,0,0,location,-3.12,-0.04,0.00,3.00,1,1,54.461199,-10.218559,28.5,vehicular,36.7,34.0,
326.000,47,38,1,37,0,0,0,location,-7.07,-1.43,0.00,9.00,1,1,25.738414,7.604337,78.9,hst,27.0,30.1,
328.000,43,2,37,1,36,0,0,location,-6.31,-2.22,0.00,2.00,1,1,54.461130,-10.219433,28.5,vehicular,34.1,37.2,
332.000,32,2,37,1,36,0,0,location,-6.55,-4.59,0.00,13.00,1,0,51.172951,-12.213823,0.0,static,29.5,26.0,
332.000,40,37,2,36,1,0,0,location,-1.43,3.55,0.00,6.00,1,1,55.569665,-7.235978,0.0,static,43.7,40.1,
334.000,32,37,2,36,1,0,0,location,-6.91,-3.57,0.00,2.00,1,1,51.172951,-12.213823,0.0,static,26.3,29.5,
340.000,32,2,37,1,36,0,0,location,-6.49,-3.97,0.00,6.00,1,1,51.172951,-12.213823,0.0,static,29.3,27.3,
340.000,40,2,37,1,36,0,0,location,2.23,5.38,0.00,8.00,1,1,55.569665,-7.235978,0.0,static,41.1,46.3,
343.000,42,2,37,1,36,0,0,location,-7.92,-3.49,0.00,76.00,1,0,58.586458,17.410034,2.1,pedestrian,29.8,20.6,
345.000,42,37,2,36,1,0,0,location,-9.13,-3.16,0.00,2.00,1,1,58.586462,17.410107,2.1,pedestrian,20.6,30.0,
349.000,22,37,2,36,1,0,0,location,-3.34,-0.10,0.00,64.00,1,0,55.893417,-10.933659,20.2,vehicular,49.8,33.1,
350.000,32,37,2,36,1,0,0,location,-6.64,-3.34,0.00,10.00,1,0,51.172951,-12.213823,0.0,static,29.0,29.0,
350.000,46,38,37,37,36,0,0,location,-100.00,-4.84,0.00,1350.00,1,0,49.369146,-17.912039,0.7,pedestrian,0.0,21.2,
351.000,32,2,37,1,36,0,0,location,-8.88,-4.22,0.00,1.00,1,1,51.172951,-12.213823,0.0,static,29.0,29.2,
352.000,22,2,37,1,36,0,0,location,1.62,5.25,0.00,3.00,1,1,55.893279,-10.934597,20.2,vehicular,33.3,50.8,
354.000,37,48,2,47,1,0,0,location,-15.21,-3.97,0.00,29.00,1,0,57.551291,25.754960,1.2,pedestrian,18.6,20.2,
358.000,39,37,2,36,1,0,0,location,-2.83,0.70,0.00,41.00,1,0,61.657748,7.729151,0.0,static,36.9,35.5,
361.000,48,38,1,37,0,0,0,location,-8.05,-4.86,0.00,119.00,1,0,29.196042,10.296652,30.7,vehicular,22.4,22.5,
363.000,32,37,2,36,1,0,0,location,-5.47,-4.57,0.00,12.00,1,0,51.172951,-12.213823,0.0,static,31.4,28.4,
364.000,32,2,37,1,36,0,0,location,-4.50,1.27,0.00,1.00,1,1,51.172951,-12.213823,0.0,static,28.4,31.6,
369.000,39,2,37,1,36,0,0,location,-5.01,-3.39,0.00,11.00,1,0,61.657748,7.729151,0.0,static,38.2,36.2,
369.000,43,37,2,36,1,0,0,location,-3.63,4.62,0.00,41.00,1,0,54.459719,-10.237351,28.5,vehicular,48.7,35.6,
370.000,39,37,2,36,1,0,0,location,-3.36,-0.10,0.00,1.00,1,1,61.657748,7.729151,0.0,static,36.1,38.5,
371.000,43,2,37,1,36,0,0,location,-2.72,3.76,0.00,2.00,1,1,54.459650,-10.238225,28.5,vehicular,35.6,49.4,
372.000,43,37,2,36,1,0,0,location,-6.15,-2.54,0.00,1.00,1,1,54.459615,-10.238662,28.5,vehicular,49.7,35.6,
373.000,39,2,37,1,36,0,0,location,-2.97,0.64,0.00,3.00,1,1,61.657748,7.729151,0.0,static,39.3,35.9,
373.000,43,2,37,1,36,0,0,location,-1.00,4.38,0.00,1.00,1,1,54.459581,-10.239099,28.5,vehicular,35.6,50.0,
373.000,47,1,38,0,37,0,0,location,-5.66,-2.14,0.00,47.00,0,0,25.771459,7.608887,78.9,hst,36.1,28.7,HighSpeed
377.000,38,38,1,37,0,0,0,location,-8.99,-3.83,0.00,133.00,1,0,30.841310,10.527324,0.0,static,20.5,21.3,
381.000,24,2,37,1,36,0,0,location,-14.62,-3.12,0.00,149.00,1,0,47.049810,-15.791424,1.2,pedestrian,16.8,20.9,
381.000,38,1,38,0,37,0,0,location,-9.87,-4.26,0.00,4.00,1,1,30.841310,10.527324,0.0,static,21.7,20.3,
382.000,21,37,2,36,1,0,0,location,-2.34,1.51,0.00,207.00,1,0,62.634818,3.039877,35.4,vehicular,42.5,38.8,
382.000,39,37,2,36,1,0,0,location,-2.25,2.02,0.00,9.00,1,1,61.657748,7.729151,0.0,static,35.1,41.7,
384.000,21,2,37,1,36,0,0,location,-5.06,-3.43,0.00,2.00,1,1,62.634616,3.041190,35.4,vehicular,39.3,42.1,
385.000,35,2,37,1,36,0,0,location,0.45,7.42,0.00,223.00,1,0,54.638222,-2.079185,0.0,static,60.9,50.6,
387.000,35,37,2,36,1,0,0,location,2.43,10.76,0.00,2.00,1,1,54.638222,-2.079185,0.0,static,51.2,60.7,
388.000,39,2,37,1,36,0,0,location,-5.08,-2.84,0.00,6.00,1,1,61.657748,7.729151,0.0,static,43.5,34.6,
394.000,21,37,2,36,1,0,0,location,-3.69,1.00,0.00,10.00,1,0,62.633606,3.047757,35.4,vehicular,40.3,42.1,
394.000,28,37,2,36,1,0,0,location,-3.89,-0.81,0.00,261.00,1,0,63.706717,-3.300869,0.0,static,44.8,34.1,
394.000,38,38,1,37,0,0,0,location,-15.82,-4.02,0.00,13.00,1,0,30.841310,10.527324,0.0,static,19.5,22.9,
395.000,21,2,37,1,36,0,0,location,-3.50,0.04,0.00,1.00,1,1,62.633505,3.048414,35.4,vehicular,42.4,40.1,
395.000,28,2,37,1,36,0,0,location,-3.22,1.01,0.00,1.00,1,1,63.706717,-3.300869,0.0,static,34.4,44.5,
397.000,39,37,2,36,1,0,0,location,-4.27,0.73,0.00,9.00,1,1,61.657748,7.729151,0.0,static,33.7,46.2,
402.000,4,48,2,47,1,0,0,location,-10.25,-3.03,0.00,263.00,1,0,62.674071,26.859625,36.1,vehicular,18.8,20.2,
404.000,21,37,2,36,1,0,0,location,-5.36,-0.41,0.00,9.00,1,1,62.632597,3.054324,35.4,vehicular,38.5,45.1,
405.000,21,2,37,1,36,0,0,location,-4.82,-1.41,0.00,1.00,1,1,62.632496,3.054981,35.4,vehicular,45.5,38.3,
407.000,7,38,1,37,0,0,0,location,-3.49,0.97,0.00,281.00,1,0,32.902036,-2.622221,0.0,static,34.6,32.1,
407.000,17,2,37,1,36,0,0,location,-3.63,1.73,0.00,258.00,1,0,51.176144,1.812063,32.8,vehicular,45.6,35.1,
408.000,7,1,38,0,37,0,0,location,-5.60,-3.29,0.00,1.00,1,1,32.902036,-2.622221,0.0,static,32.3,34.4,
409.000,1,37,2,36,1,0,0,location,-5.98,-1.07,0.00,286.00,1,0,64.968616,-5.845577,2.3,pedestrian,36.2,31.0,
409.000,21,37,2,36,1,0,0,location,-2.76,0.30,0.00,4.00,1,1,62.632092,3.057607,35.4,vehicular,37.5,46.8,
410.000,7,38,1,37,0,0,0,location,-3.71,0.61,0.00,2.00,1,1,32.902036,-2.622221,0.0,static,33.9,32.8,
410.000,26,2,37,1,36,0,0,location,-12.50,-4.61,0.00,216.00,1,0,45.754584,-9.669536,1.2,pedestrian,18.0,24.2,
410.000,28,37,2,36,1,0,0,location,-1.03,2.33,0.00,15.00,1,0,63.706717,-3.300869,0.0,static,40.4,37.6,
411.000,35,2,37,1,36,0,0,location,3.06,6.07,0.00,24.00,1,0,54.638222,-2.079185,0.0,static,55.7,58.2,
412.000,28,2,37,1,36,0,0,location,-4.45,1.09,0.00,2.00,1,1,63.706717,-3.300869,0.0,static,38.0,39.9,
413.000,17,37,2,36,1,0,0,location,-5.82,-1.92,0.00,6.00,1,1,51.177382,1.814070,32.8,vehicular,36.2,43.7,
413.000,35,37,2,36,1,0,0,location,2.14,5.39,0.00,2.00,1,1,54.638222,-2.079185,0.0,static,58.8,55.2,
414.000,1,2,37,1,36,0,0,location,-5.24,-0.03,0.00,5.00,1,1,64.968701,-5.845710,2.3,pedestrian,31.9,35.0,
415.000,27,38,1,37,0,0,0,location,1.11,4.87,0.00,282.00,1,0,29.085409,-2.676930,0.0,static,50.9,51.0,
415.000,28,37,2,36,1,0,0,location,-5.84,2.79,0.00,3.00,1,1,63.706717,-3.300869,0.0,static,39.1,38.7,
415.000,35,2,37,1,36,0,0,location,1.92,6.10,0.00,2.00,1,1,54.638222,-2.079185,0.0,static,54.7,59.3,
416.000,7,1,38,0,37,0,0,location,-6.67,-4.37,0.00,6.00,1,1,32.902036,-2.622221,0.0,static,34.1,32.6,
417.000,27,1,38,0,37,0,0,location,0.66,5.12,0.00,2.00,1,1,29.085409,-2.676930,0.0,static,51.6,50.2,
418.000,34,38,1,37,0,0,0,location,-6.40,-4.46,0.00,298.00,1,0,31.377305,-10.217964,79.9,hst,29.9,25.4,
419.000,27,38,1,37,0,0,0,location,-1.99,2.16,0.00,2.00,1,1,29.085409,-2.676930,0.0,static,49.5,52.3,
422.000,7,38,1,37,0,0,0,location,-8.56,-2.31,0.00,6.00,1,1,32.902036,-2.622221,0.0,static,31.3,35.4,
423.000,35,37,2,36,1,0,0,location,5.08,8.22,0.00,8.00,1,1,54.638222,-2.079185,0.0,static,61.4,52.5,
424.000,1,37,2,36,1,0,0,location,-4.07,-0.65,0.00,10.00,1,0,64.968872,-5.845977,2.3,pedestrian,32.8,33.7,
424.000,20,2,37,1,36,0,0,location,-17.04,-4.57,0.00,209.00,1,0,44.874440,-15.481985,21.3,vehicular,11.5,21.4,
425.000,35,2,37,1,36,0,0,location,-1.47,6.24,0.00,2.00,1,1,54.638222,-2.079185,0.0,static,52.0,61.8,
426.000,17,2,37,1,36,0,0,location,-3.30,1.72,0.00,13.00,1,0,51.180065,1.818421,32.8,vehicular,40.0,38.6,
428.000,17,37,2,36,1,0,0,location,-4.32,0.43,0.00,2.00,1,1,51.180477,1.819090,32.8,vehicular,38.9,39.5,
428.000,25,2,37,1,36,0,0,location,-14.48,-1.46,0.00,205.00,1,0,43.661177,-6.139007,24.2,vehicular,14.7,21.8,
429.000,28,2,37,1,36,0,0,location,-3.42,0.93,0.00,14.00,1,0,63.706717,-3.300869,0.0,static,42.0,35.7,
430.000,1,2,37,1,36,0,0,location,-6.26,-1.69,0.00,6.00,1,1,64.968974,-5.846136,2.3,pedestrian,34.9,31.5,
430.000,28,37,2,36,1,0,0,location,-3.68,-0.48,0.00,1.00,1,1,63.706717,-3.300869,0.0,static,35.5,42.2,
430.000,34,1,38,0,37,0,0,location,-8.88,-2.57,0.00,12.00,1,0,31.385663,-10.215528,79.9,hst,26.6,28.1,
432.000,28,2,37,1,36,0,0,location,-3.72,1.31,0.00,2.00,1,1,63.706717,-3.300869,0.0,static,42.7,35.0,
434.000,34,38,1,37,0,0,0,location,-8.01,-4.75,0.00,4.00,1,1,31.388448,-10.214716,79.9,hst,27.5,27.0,
436.000,1,37,2,36,1,0,0,location,-4.30,-0.93,0.00,6.00,1,1,64.969077,-5.846296,2.3,pedestrian,30.3,36.0,
436.000,34,1,38,0,37,0,0,location,-7.18,-4.40,0.00,2.00,1,1,31.389841,-10.214310,79.9,hst,27.2,27.2,
438.000,11,2,37,1,36,0,0,location,-16.18,-3.80,0.00,220.00,1,0,44.086363,-14.148595,81.7,hst,10.4,22.2,
438.000,17,2,37,1,36,0,0,location,-2.68,1.06,0.00,10.00,1,0,51.182541,1.822437,32.8,vehicular,36.9,40.7,
438.000,41,38,1,37,0,0,0,location,-5.02,-3.64,0.00,289.00,1,0,28.817373,-10.263792,0.9,pedestrian,33.1,30.2,
439.000,28,37,2,36,1,0,0,location,-2.47,0.54,0.00,7.00,1,1,63.706717,-3.300869,0.0,static,33.5,44.4,
439.000,41,1,38,0,37,0,0,location,-5.27,-4.10,0.00,1.00,1,1,28.817375,-10.263783,0.9,pedestrian,30.3,32.9,
440.000,17,37,2,36,1,0,0,location,-5.14,-1.63,0.00,2.00,1,1,51.182953,1.823106,32.8,vehicular,41.1,36.4,
440.000,34,38,1,37,0,0,0,location,-6.49,-4.78,0.00,4.00,1,1,31.392627,-10.213498,79.9,hst,26.6,27.6,
440.000,41,38,1,37,0,0,0,location,-6.43,-1.02,0.00,1.00,1,1,28.817376,-10.263774,0.9,pedestrian,32.8,30.4,
441.000,17,2,37,1,36,0,0,location,-3.46,0.84,0.00,1.00,1,1,51.183160,1.823441,32.8,vehicular,36.1,41.2,
441.000,41,1,38,0,37,0,0,location,-4.34,0.79,0.00,1.00,1,1,28.817378,-10.263765,0.9,pedestrian,30.4,32.6,
443.000,17,37,2,36,1,0,0,location,-6.78,1.18,0.00,2.00,1,1,51.183572,1.824110,32.8,vehicular,41.6,35.7,
445.000,7,1,38,0,37,0,0,location,-6.42,-4.04,0.00,23.00,1,0,32.902036,-2.622221,0.0,static,41.1,26.9,
446.000,7,38,1,37,0,0,0,location,-5.19,-1.75,0.00,1.00,1,1,32.902036,-2.622221,0.0,static,26.7,41.4,
448.000,29,2,1,1,0,0,0,location,-100.00,-4.86,0.00,1448.00,1,0,28.667801,14.201332,1.5,pedestrian,0.0,20.9,
452.000,17,2,37,1,36,0,0,location,-5.35,0.12,0.00,9.00,1,1,51.185430,1.827122,32.8,vehicular,33.6,43.1,
452.000,41,38,1,37,0,0,0,location,-3.22,0.80,0.00,11.00,1,0,28.817393,-10.263668,0.9,pedestrian,30.9,31.0,
453.000,41,1,38,0,37,0,0,location,-5.47,-3.71,0.00,1.00,1,1,28.817394,-10.263659,0.9,pedestrian,31.1,30.8,
455.000,34,1,38,0,37,0,0,location,-9.52,-4.62,0.00,15.00,1,0,31.403074,-10.210452,79.9,hst,29.0,24.4,
455.000,41,38,1,37,0,0,0,location,-5.94,-0.60,0.00,2.00,1,1,28.817397,-10.263641,0.9,pedestrian,30.4,31.2,
457.000,16,2,37,1,36,0,0,location,-15.08,-4.60,0.00,350.00,1,0,46.521460,6.839383,27.6,vehicular,19.4,23.5,
457.000,41,1,38,0,37,0,0,location,-4.91,-0.22,0.00,2.00,1,1,28.817400,-10.263624,0.9,pedestrian,31.2,30.1,
458.000,33,38,1,37,0,0,0,location,-16.57,-4.85,0.00,177.00,1,0,39.432590,-3.521291,0.0,static,11.3,21.7,
459.000,14,49,48,48,47,0,0,location,-100.00,-2.96,0.00,1459.00,1,0,46.345668,36.998000,1.9,pedestrian,0.0,20.6,
459.000,34,38,1,37,0,0,0,location,-7.71,-4.13,0.00,4.00,1,1,31.405860,-10.209640,79.9,hst,23.9,29.3,
459.000,41,38,1,37,0,0,0,location,-5.75,0.37,0.00,2.00,1,1,28.817402,-10.263606,0.9,pedestrian,29.8,31.3,
464.000,15,38,1,37,0,0,0,location,-6.31,0.05,0.00,276.00,1,0,26.877688,-11.666647,20.6,vehicular,30.3,27.3,
466.000,15,1,38,0,37,0,0,location,-9.62,-3.56,0.00,2.00,1,1,26.877963,-11.666925,20.6,vehicular,27.3,30.0,
467.000,3,38,1,37,0,0,0,location,-100.00,-4.40,0.00,281.00,1,0,34.471231,12.130619,69.7,hst,0.0,22.0,
472.000,15,38,1,37,0,0,0,location,-10.49,-4.34,0.00,6.00,1,1,26.878787,-11.667759,20.6,vehicular,29.3,27.2,
473.000,10,2,37,1,36,0,0,location,-100.00,-4.70,0.00,165.00,1,0,42.845380,-6.672527,0.0,static,0.0,26.8,
474.000,41,1,38,0,37,0,0,location,-5.75,-4.56,0.00,15.00,1,0,28.817423,-10.263474,0.9,pedestrian,31.8,27.6,
475.000,41,38,1,37,0,0,0,location,-11.20,-2.74,0.00,1.00,1,1,28.817424,-10.263465,0.9,pedestrian,27.4,31.8,
478.000,2,48,2,47,1,0,0,location,-12.75,-4.09,0.00,357.00,1,0,62.407858,30.791504,3.5,pedestrian,16.1,21.8,
482.000,15,1,38,0,37,0,0,location,-5.28,-3.03,0.00,10.00,1,0,26.880160,-11.669149,20.6,vehicular,27.0,28.0,
483.000,44,2,37,1,36,0,0,location,-3.77,-0.29,0.00,315.00,1,0,55.596818,4.026084,82.0,hst,45.7,40.2,
485.000,44,37,2,36,1,0,0,location,-2.99,1.35,0.00,2.00,1,1,55.598237,4.026787,82.0,hst,40.0,45.1,
486.000,44,2,37,1,36,0,0,location,-5.27,-2.79,0.00,1.00,1,1,55.598947,4.027138,82.0,hst,44.7,39.9,
488.000,41,1,38,0,37,0,0,location,-6.82,-4.35,0.00,13.00,1,0,28.817442,-10.263350,0.9,pedestrian,31.9,25.6,
489.000,15,38,1,37,0,0,0,location,-5.42,-4.59,0.00,7.00,1,1,26.881122,-11.670122,20.6,vehicular,27.1,26.8,
489.000,41,38,1,37,0,0,0,location,-6.97,-4.39,0.00,1.00,1,1,28.817444,-10.263341,0.9,pedestrian,25.4,31.9,
490.000,44,37,2,36,1,0,0,location,-3.49,2.13,0.00,4.00,1,1,55.601785,4.028545,82.0,hst,39.4,43.5,
491.000,44,2,37,1,36,0,0,location,-2.48,0.95,0.00,1.00,1,1,55.602494,4.028896,82.0,hst,43.2,39.3,
492.000,15,1,38,0,37,0,0,location,-7.14,-3.94,0.00,3.00,1,1,26.881534,-11.670539,20.6,vehicular,26.7,26.7,
493.000,31,2,37,1,36,0,0,location,-100.00,-4.44,0.00,211.00,1,0,42.110332,5.703679,0.5,pedestrian,0.0,20.1,
493.000,36,48,2,47,1,0,0,location,-14.80,-0.85,0.00,340.00,1,0,64.412276,33.664785,33.0,vehicular,14.6,20.0,
495.000,41,1,38,0,37,0,0,location,-5.47,-3.94,0.00,6.00,1,1,28.817452,-10.263288,0.9,pedestrian,31.9,24.6,
496.000,41,38,1,37,0,0,0,location,-7.05,0.42,0.00,1.00,1,1,28.817453,-10.263279,0.9,pedestrian,24.5,31.8,
497.000,15,38,1,37,0,0,0,location,-10.06,-3.46,0.00,5.00,1,1,26.882220,-11.671234,20.6,vehicular,26.1,26.5,
506.000,33,1,37,0,36,0,0,location,-7.11,-4.98,0.00,48.00,1,0,39.432590,-3.521291,0.0,static,29.5,22.3,
509.000,33,37,1,36,0,0,0,location,-10.38,-4.11,0.00,3.00,1,1,39.432590,-3.521291,0.0,static,22.8,30.0,
511.000,0,48,13,47,12,0,0,location,-12.22,-3.04,0.00,359.00,1,0,64.887392,35.953442,0.0,static,13.5,20.9,
511.000,44,37,2,36,1,0,0,location,-3.17,0.55,0.00,20.00,0,0,55.616685,4.035930,82.0,hst,36.4,37.7,HighSpeed
513.000,44,37,2,36,1,0,0,location,-2.42,0.92,0.00,22.00,1,0,55.618104,4.036633,82.0,hst,36.1,37.2,
514.000,44,2,37,1,36,0,0,location,-3.65,0.11,0.00,1.00,1,1,55.618813,4.036985,82.0,hst,37.0,36.0,
517.000,41,1,38,0,37,0,0,location,-6.25,-4.91,0.00,21.00,1,0,28.817482,-10.263094,0.9,pedestrian,31.3,21.7,
519.000,15,1,38,0,37,0,0,location,-6.76,-4.84,0.00,22.00,1,0,26.885242,-11.674292,20.6,vehicular,25.4,23.4,
519.000,41,38,1,37,0,0,0,location,-4.82,-1.52,0.00,2.00,1,1,28.817485,-10.263076,0.9,pedestrian,21.5,31.2,
521.000,8,2,37,1,36,0,0,location,-3.21,1.01,0.00,284.00,1,0,56.332579,4.752331,0.0,static,38.3,32.2,
523.000,8,37,2,36,1,0,0,location,-4.73,-0.64,0.00,2.00,1,1,56.332579,4.752331,0.0,static,31.9,37.8,
526.000,44,37,2,36,1,0,0,location,-2.56,0.69,0.00,12.00,0,0,55.627327,4.041206,82.0,hst,34.2,34.1,HighSpeed
528.000,8,2,37,1,36,0,0,location,-4.04,-0.72,0.00,5.00,1,1,56.332579,4.752331,0.0,static,36.5,31.1,
528.000,44,37,2,36,1,0,0,location,-4.71,-0.62,0.00,14.00,1,0,55.628746,4.041910,82.0,hst,33.9,33.7,
530.000,31,37,1,36,0,0,0,location,-5.61,-3.99,0.00,37.00,1,0,42.110170,5.703734,0.5,pedestrian,23.9,24.3,
531.000,44,2,37,1,36,0,0,location,-4.65,-0.03,0.00,3.00,1,1,55.630875,4.042965,82.0,hst,33.0,33.4,
533.000,8,37,2,36,1,0,0,location,-5.07,-4.60,0.00,5.00,1,1,56.332579,4.752331,0.0,static,30.4,35.3,
535.000,15,38,1,37,0,0,0,location,-7.69,-3.90,0.00,16.00,1,0,26.887439,-11.676516,20.6,vehicular,21.5,24.4,
539.000,15,1,38,0,37,0,0,location,-9.34,-4.84,0.00,4.00,1,1,26.887988,-11.677072,20.6,vehicular,24.2,21.1,
540.000,31,1,37,0,36,0,0,location,-9.98,-4.39,0.00,10.00,1,0,42.110126,5.703749,0.5,pedestrian,25.8,25.0,
542.000,15,38,1,37,0,0,0,location,-12.43,-4.58,0.00,3.00,1,1,26.888400,-11.677489,20.6,vehicular,20.7,24.0,
545.000,44,37,2,36,1,0,0,location,-7.03,-2.13,0.00,14.00,1,0,55.640808,4.047892,82.0,hst,31.2,30.1,
547.000,44,2,37,1,36,0,0,location,-4.65,0.51,0.00,2.00,1,1,55.642227,4.048596,82.0,hst,29.7,30.9,
549.000,31,37,1,36,0,0,0,location,-5.84,-4.71,0.00,9.00,1,1,42.110086,5.703762,0.5,pedestrian,25.9,27.3,
552.000,33,1,37,0,36,0,0,location,-5.09,-1.88,0.00,43.00,1,0,39.432590,-3.521291,0.0,static,39.4,30.1,
553.000,31,1,37,0,36,0,0,location,-5.32,-1.95,0.00,4.00,1,1,42.110069,5.703768,0.5,pedestrian,27.9,26.3,
556.000,33,37,1,36,0,0,0,location,-4.42,-1.06,0.00,4.00,1,1,39.432590,-3.521291,0.0,static,30.9,40.4,
563.000,33,1,37,0,36,0,0,location,-6.63,-0.27,0.00,7.00,1,1,39.432590,-3.521291,0.0,static,42.2,32.4,
564.000,33,37,1,36,0,0,0,location,-1.25,2.86,0.00,1.00,1,1,39.432590,-3.521291,0.0,static,32.6,42.5,
565.000,8,2,37,1,36,0,0,location,-6.60,-4.61,0.00,32.00,1,0,56.332579,4.752331,0.0,static,28.6,25.9,
566.000,31,37,1,36,0,0,0,location,-5.98,-2.34,0.00,13.00,1,0,42.110011,5.703787,0.5,pedestrian,27.6,30.2,
569.000,8,37,2,36,1,0,0,location,-7.47,-2.50,0.00,4.00,1,1,56.332579,4.752331,0.0,static,25.4,27.8,
569.000,44,37,2,36,1,0,0,location,-6.57,-4.29,0.00,22.00,1,0,55.657836,4.056340,82.0,hst,27.6,25.8,
570.000,44,2,37,1,36,0,0,location,-9.18,-4.58,0.00,1.00,0,1,55.658546,4.056692,82.0,hst,25.6,27.5,HighSpeed
571.000,31,1,37,0,36,0,0,location,-4.06,-0.09,0.00,5.00,1,1,42.109989,5.703795,0.5,pedestrian,31.1,28.1,
572.000,0,13,2,12,1,0,0,location,-8.62,-4.64,0.00,61.00,1,0,64.887392,35.953442,0.0,static,21.9,22.0,
572.000,31,37,1,36,0,0,0,location,-8.67,-2.81,0.00,1.00,1,1,42.109985,5.703796,0.5,pedestrian,28.2,31.3,
574.000,0,2,13,1,12,0,0,location,-8.16,-4.36,0.00,2.00,1,1,64.887392,35.953442,0.0,static,22.1,21.9,
578.000,8,2,37,1,36,0,0,location,-8.18,-1.92,0.00,9.00,1,1,56.332579,4.752331,0.0,static,26.2,24.2,
581.000,44,2,37,1,36,0,0,location,-8.20,-3.65,0.00,12.00,1,0,55.666350,4.060566,82.0,hst,23.8,25.9,
